"time","geo_value","geo_type","covid"
2019-11-23,"Ontario","Province",NA
2019-11-23,"Toronto","OH Region",NA
2019-11-23,"West","OH Region",NA
2019-11-30,"Central","OH Region",NA
2019-11-30,"East","OH Region",NA
2019-11-30,"North East","OH Region",NA
2019-11-30,"North West","OH Region",NA
2019-11-30,"Ontario","Province",NA
2019-11-30,"Toronto","OH Region",NA
2019-11-30,"West","OH Region",NA
2019-12-07,"Central","OH Region",NA
2019-12-07,"East","OH Region",NA
2019-12-07,"North East","OH Region",NA
2019-12-07,"North West","OH Region",NA
2019-12-07,"Ontario","Province",NA
2019-12-07,"Toronto","OH Region",NA
2019-12-07,"West","OH Region",NA
2019-12-14,"Central","OH Region",NA
2019-12-14,"East","OH Region",NA
2019-12-14,"North East","OH Region",NA
2019-12-14,"North West","OH Region",NA
2019-12-14,"Ontario","Province",NA
2019-12-14,"Toronto","OH Region",NA
2019-12-14,"West","OH Region",NA
2019-12-21,"Central","OH Region",NA
2019-12-21,"East","OH Region",NA
2019-12-21,"North East","OH Region",NA
2019-12-21,"North West","OH Region",NA
2019-12-21,"Ontario","Province",NA
2019-12-21,"Toronto","OH Region",NA
2019-12-21,"West","OH Region",NA
2019-12-28,"Central","OH Region",NA
2019-12-28,"East","OH Region",NA
2019-12-28,"North East","OH Region",NA
2019-12-28,"North West","OH Region",NA
2019-12-28,"Ontario","Province",NA
2019-12-28,"Toronto","OH Region",NA
2019-12-28,"West","OH Region",NA
2020-01-04,"Central","OH Region",NA
2020-01-04,"East","OH Region",NA
2020-01-04,"North East","OH Region",NA
2020-01-04,"North West","OH Region",NA
2020-01-04,"Ontario","Province",NA
2020-01-04,"Toronto","OH Region",NA
2020-01-04,"West","OH Region",NA
2020-01-11,"Central","OH Region",NA
2020-01-11,"East","OH Region",NA
2020-01-11,"North East","OH Region",NA
2020-01-11,"North West","OH Region",NA
2020-01-11,"Ontario","Province",NA
2020-01-11,"Toronto","OH Region",NA
2020-01-11,"West","OH Region",NA
2020-01-18,"Central","OH Region",NA
2020-01-18,"East","OH Region",NA
2020-01-18,"North East","OH Region",NA
2020-01-18,"North West","OH Region",NA
2020-01-18,"Ontario","Province",NA
2020-01-18,"Toronto","OH Region",NA
2020-01-18,"West","OH Region",NA
2020-01-25,"Central","OH Region",NA
2020-01-25,"East","OH Region",NA
2020-01-25,"North East","OH Region",NA
2020-01-25,"North West","OH Region",NA
2020-01-25,"Ontario","Province",NA
2020-01-25,"Toronto","OH Region",NA
2020-01-25,"West","OH Region",NA
2020-02-01,"Central","OH Region",NA
2020-02-01,"East","OH Region",NA
2020-02-01,"North East","OH Region",NA
2020-02-01,"North West","OH Region",NA
2020-02-01,"Ontario","Province",NA
2020-02-01,"Toronto","OH Region",NA
2020-02-01,"West","OH Region",NA
2020-02-08,"Central","OH Region",NA
2020-02-08,"East","OH Region",NA
2020-02-08,"North East","OH Region",NA
2020-02-08,"North West","OH Region",NA
2020-02-08,"Ontario","Province",NA
2020-02-08,"Toronto","OH Region",NA
2020-02-08,"West","OH Region",NA
2020-02-15,"Central","OH Region",NA
2020-02-15,"East","OH Region",NA
2020-02-15,"North East","OH Region",NA
2020-02-15,"North West","OH Region",NA
2020-02-15,"Ontario","Province",NA
2020-02-15,"Toronto","OH Region",NA
2020-02-15,"West","OH Region",NA
2020-02-22,"Central","OH Region",NA
2020-02-22,"East","OH Region",NA
2020-02-22,"North East","OH Region",NA
2020-02-22,"North West","OH Region",NA
2020-02-22,"Ontario","Province",NA
2020-02-22,"Toronto","OH Region",NA
2020-02-22,"West","OH Region",NA
2020-02-29,"Central","OH Region",NA
2020-02-29,"East","OH Region",NA
2020-02-29,"North East","OH Region",NA
2020-02-29,"North West","OH Region",NA
2020-02-29,"Ontario","Province",NA
2020-02-29,"Toronto","OH Region",NA
2020-02-29,"West","OH Region",NA
2020-03-07,"Central","OH Region",NA
2020-03-07,"East","OH Region",NA
2020-03-07,"North East","OH Region",NA
2020-03-07,"North West","OH Region",NA
2020-03-07,"Ontario","Province",NA
2020-03-07,"Toronto","OH Region",NA
2020-03-07,"West","OH Region",NA
2020-03-14,"Central","OH Region",NA
2020-03-14,"East","OH Region",NA
2020-03-14,"North East","OH Region",NA
2020-03-14,"North West","OH Region",NA
2020-03-14,"Ontario","Province",NA
2020-03-14,"Toronto","OH Region",NA
2020-03-14,"West","OH Region",NA
2020-03-21,"Central","OH Region",NA
2020-03-21,"East","OH Region",NA
2020-03-21,"North East","OH Region",NA
2020-03-21,"North West","OH Region",NA
2020-03-21,"Ontario","Province",NA
2020-03-21,"Toronto","OH Region",NA
2020-03-21,"West","OH Region",NA
2020-03-28,"Central","OH Region",NA
2020-03-28,"East","OH Region",NA
2020-03-28,"North East","OH Region",NA
2020-03-28,"North West","OH Region",NA
2020-03-28,"Ontario","Province",NA
2020-03-28,"Toronto","OH Region",NA
2020-03-28,"West","OH Region",NA
2020-04-04,"Central","OH Region",82
2020-04-04,"East","OH Region",49
2020-04-04,"North East","OH Region",7
2020-04-04,"North West","OH Region",1
2020-04-04,"Ontario","Province",287
2020-04-04,"Toronto","OH Region",81
2020-04-04,"West","OH Region",78
2020-04-11,"Central","OH Region",175
2020-04-11,"East","OH Region",101
2020-04-11,"North East","OH Region",10
2020-04-11,"North West","OH Region",3
2020-04-11,"Ontario","Province",666
2020-04-11,"Toronto","OH Region",224
2020-04-11,"West","OH Region",164
2020-04-18,"Central","OH Region",213
2020-04-18,"East","OH Region",91
2020-04-18,"North East","OH Region",9
2020-04-18,"North West","OH Region",3
2020-04-18,"Ontario","Province",794
2020-04-18,"Toronto","OH Region",334
2020-04-18,"West","OH Region",155
2020-04-25,"Central","OH Region",242
2020-04-25,"East","OH Region",93
2020-04-25,"North East","OH Region",9
2020-04-25,"North West","OH Region",4
2020-04-25,"Ontario","Province",901
2020-04-25,"Toronto","OH Region",399
2020-04-25,"West","OH Region",164
2020-05-02,"Central","OH Region",256
2020-05-02,"East","OH Region",120
2020-05-02,"North East","OH Region",10
2020-05-02,"North West","OH Region",2
2020-05-02,"Ontario","Province",1002
2020-05-02,"Toronto","OH Region",433
2020-05-02,"West","OH Region",192
2020-05-09,"Central","OH Region",253
2020-05-09,"East","OH Region",118
2020-05-09,"North East","OH Region",10
2020-05-09,"North West","OH Region",2
2020-05-09,"Ontario","Province",1047
2020-05-09,"Toronto","OH Region",480
2020-05-09,"West","OH Region",194
2020-05-16,"Central","OH Region",248
2020-05-16,"East","OH Region",117
2020-05-16,"North East","OH Region",6
2020-05-16,"North West","OH Region",2
2020-05-16,"Ontario","Province",1021
2020-05-16,"Toronto","OH Region",457
2020-05-16,"West","OH Region",200
2020-05-23,"Central","OH Region",225
2020-05-23,"East","OH Region",96
2020-05-23,"North East","OH Region",4
2020-05-23,"North West","OH Region",1
2020-05-23,"Ontario","Province",945
2020-05-23,"Toronto","OH Region",428
2020-05-23,"West","OH Region",200
2020-05-30,"Central","OH Region",192
2020-05-30,"East","OH Region",83
2020-05-30,"North East","OH Region",4
2020-05-30,"North West","OH Region",2
2020-05-30,"Ontario","Province",819
2020-05-30,"Toronto","OH Region",389
2020-05-30,"West","OH Region",158
2020-06-06,"Central","OH Region",182
2020-06-06,"East","OH Region",76
2020-06-06,"North East","OH Region",2
2020-06-06,"North West","OH Region",2
2020-06-06,"Ontario","Province",721
2020-06-06,"Toronto","OH Region",344
2020-06-06,"West","OH Region",123
2020-06-13,"Central","OH Region",128
2020-06-13,"East","OH Region",55
2020-06-13,"North East","OH Region",3
2020-06-13,"North West","OH Region",4
2020-06-13,"Ontario","Province",512
2020-06-13,"Toronto","OH Region",252
2020-06-13,"West","OH Region",83
2020-06-20,"Central","OH Region",87
2020-06-20,"East","OH Region",31
2020-06-20,"North East","OH Region",3
2020-06-20,"North West","OH Region",5
2020-06-20,"Ontario","Province",340
2020-06-20,"Toronto","OH Region",175
2020-06-20,"West","OH Region",49
2020-06-27,"Central","OH Region",72
2020-06-27,"East","OH Region",13
2020-06-27,"North East","OH Region",2
2020-06-27,"North West","OH Region",5
2020-06-27,"Ontario","Province",259
2020-06-27,"Toronto","OH Region",135
2020-06-27,"West","OH Region",40
2020-07-04,"Central","OH Region",46
2020-07-04,"East","OH Region",10
2020-07-04,"North East","OH Region",1
2020-07-04,"North West","OH Region",2
2020-07-04,"Ontario","Province",165
2020-07-04,"Toronto","OH Region",82
2020-07-04,"West","OH Region",31
2020-07-11,"Central","OH Region",33
2020-07-11,"East","OH Region",8
2020-07-11,"North East","OH Region",1
2020-07-11,"North West","OH Region",2
2020-07-11,"Ontario","Province",125
2020-07-11,"Toronto","OH Region",69
2020-07-11,"West","OH Region",19
2020-07-18,"Central","OH Region",28
2020-07-18,"East","OH Region",9
2020-07-18,"North East","OH Region",0
2020-07-18,"North West","OH Region",3
2020-07-18,"Ontario","Province",114
2020-07-18,"Toronto","OH Region",63
2020-07-18,"West","OH Region",19
2020-07-25,"Central","OH Region",27
2020-07-25,"East","OH Region",10
2020-07-25,"North East","OH Region",2
2020-07-25,"North West","OH Region",1
2020-07-25,"Ontario","Province",118
2020-07-25,"Toronto","OH Region",61
2020-07-25,"West","OH Region",24
2020-08-01,"Central","OH Region",20
2020-08-01,"East","OH Region",12
2020-08-01,"North East","OH Region",2
2020-08-01,"North West","OH Region",1
2020-08-01,"Ontario","Province",84
2020-08-01,"Toronto","OH Region",31
2020-08-01,"West","OH Region",23
2020-08-08,"Central","OH Region",20
2020-08-08,"East","OH Region",11
2020-08-08,"North East","OH Region",2
2020-08-08,"North West","OH Region",0
2020-08-08,"Ontario","Province",64
2020-08-08,"Toronto","OH Region",17
2020-08-08,"West","OH Region",21
2020-08-15,"Central","OH Region",17
2020-08-15,"East","OH Region",10
2020-08-15,"North East","OH Region",1
2020-08-15,"North West","OH Region",0
2020-08-15,"Ontario","Province",43
2020-08-15,"Toronto","OH Region",7
2020-08-15,"West","OH Region",17
2020-08-22,"Central","OH Region",15
2020-08-22,"East","OH Region",8
2020-08-22,"North East","OH Region",1
2020-08-22,"North West","OH Region",0
2020-08-22,"Ontario","Province",40
2020-08-22,"Toronto","OH Region",6
2020-08-22,"West","OH Region",14
